Codigo Geografico;REGION;PROVINCIA;DISTRITO;Cobertura Estudiantes;Medida Promedio Comprension Lectora;Medida Promedio Matematica;Lect_Previo al Inicio;Lect_En inicio;Lect_En proceso;Lect_Satisfactorio;Mat_Previo al Inicio;Mat_En inicio;Mat_En proceso;Mat_Satisfactorio
120208;JUNÍN;CONCEPCIÓN;MANZANARES;100.0;510.0;493.0;0.0;14.8;40.7;44.4;11.1;3.7;51.9;33.3
120209;JUNÍN;CONCEPCIÓN;MARISCAL CASTILLA;86.7;453.0;464.0;17.1;32.4;21.9;28.6;17.1;8.6;59.0;15.2
120210;JUNÍN;CONCEPCIÓN;MATAHUASI;95.2;477.0;471.0;2.5;29.0;45.7;22.9;11.6;15.9;47.5;25.0
120211;JUNÍN;CONCEPCIÓN;MITO;100.0;539.0;498.0;0.0;30.0;30.0;40.0;10.0;20.0;30.0;40.0
120212;JUNÍN;CONCEPCIÓN;NUEVE DE JULIO;92.9;441.0;417.0;0.0;61.5;23.1;15.4;30.8;30.8;30.8;7.7
120213;JUNÍN;CONCEPCIÓN;ORCOTUNA;92.3;465.0;450.0;5.1;32.7;42.8;19.4;15.5;21.1;43.6;19.8
120214;JUNÍN;CONCEPCIÓN;SAN JOSE DE QUERO;93.2;460.0;461.0;0.0;48.2;30.8;21.1;15.8;18.4;39.6;26.2
120215;JUNÍN;CONCEPCIÓN;SANTA ROSA DE OCOPA;96.6;478.0;467.0;0.0;28.2;50.0;21.8;19.5;3.6;50.7;26.1
120301;JUNÍN;CHANCHAMAYO;CHANCHAMAYO;96.1;495.0;486.0;2.1;21.3;43.8;32.8;9.0;15.3;42.1;33.6
120302;JUNÍN;CHANCHAMAYO;PERENE;94.5;469.0;458.0;3.8;31.9;44.2;20.1;14.5;22.1;38.8;24.6
120303;JUNÍN;CHANCHAMAYO;PICHANAQUI;92.0;485.0;476.0;2.0;27.4;41.5;29.2;12.7;18.6;36.9;31.8
120304;JUNÍN;CHANCHAMAYO;SAN LUIS DE SHUARO;95.2;464.0;443.0;9.8;30.3;39.9;19.9;23.5;19.6;36.9;20.0
120305;JUNÍN;CHANCHAMAYO;SAN RAMON;98.3;489.0;473.0;3.3;24.1;42.2;30.3;11.3;18.8;43.8;26.1
120306;JUNÍN;CHANCHAMAYO;VITOC;84.6;476.0;451.0;0.0;36.4;27.3;36.4;27.3;18.2;18.2;36.4
120401;JUNÍN;JAUJA;JAUJA;98.4;503.0;501.0;2.0;18.3;43.4;36.4;6.4;13.0;42.4;38.2
120402;JUNÍN;JAUJA;ACOLLA;96.9;453.0;425.0;3.3;43.9;32.0;20.8;25.9;20.7;40.6;12.8
120403;JUNÍN;JAUJA;APATA;100.0;467.0;465.0;7.4;29.6;40.7;22.2;17.3;9.9;51.9;21.0
120404;JUNÍN;JAUJA;ATAURA;100.0;418.0;392.0;10.0;50.0;30.0;10.0;40.0;0.0;50.0;10.0
120405;JUNÍN;JAUJA;CANCHAYLLO;100.0;504.0;515.0;0.0;17.6;41.2;41.2;8.8;2.9;47.1;41.2
120406;JUNÍN;JAUJA;CURICACA;100.0;490.0;465.0;0.0;18.2;45.5;36.4;0.0;27.3;54.5;18.2
120407;JUNÍN;JAUJA;EL MANTARO;97.7;484.0;481.0;7.3;22.8;32.7;37.3;9.6;28.0;20.1;42.3
120408;JUNÍN;JAUJA;HUAMALI;100.0;501.0;516.0;0.0;7.7;53.8;38.5;0.0;11.5;42.3;46.2
120409;JUNÍN;JAUJA;HUARIPAMPA;100.0;482.0;413.0;10.0;10.0;50.0;30.0;40.0;10.0;30.0;20.0
120410;JUNÍN;JAUJA;HUERTAS;85.7;495.0;512.0;0.0;25.0;41.7;33.3;0.0;16.7;50.0;33.3
120412;JUNÍN;JAUJA;JULCAN;100.0;441.0;407.0;6.7;60.0;20.0;13.3;26.7;26.7;33.3;13.3
120413;JUNÍN;JAUJA;LEONOR ORDOÑEZ;100.0;513.0;462.0;0.0;30.0;20.0;50.0;10.0;30.0;40.0;20.0
120414;JUNÍN;JAUJA;LLOCLLAPAMPA;100.0;566.0;543.0;0.0;0.0;25.0;75.0;0.0;0.0;37.5;62.5
120415;JUNÍN;JAUJA;MARCO;100.0;464.0;411.0;0.0;50.0;22.2;27.8;27.8;33.3;27.8;11.1
120416;JUNÍN;JAUJA;MASMA;96.4;488.0;476.0;0.0;32.1;26.8;41.1;3.6;33.9;25.0;37.5
120417;JUNÍN;JAUJA;MASMA CHICCHE;100.0;461.0;424.0;0.0;42.9;28.6;28.6;0.0;71.4;14.3;14.3
120418;JUNÍN;JAUJA;MOLINOS;100.0;421.0;365.0;9.5;57.1;28.6;4.8;57.1;9.5;33.3;0.0
120419;JUNÍN;JAUJA;MONOBAMBA;96.0;478.0;453.0;0.0;28.8;38.4;32.8;16.8;12.8;53.6;16.8
120420;JUNÍN;JAUJA;MUQUI;100.0;563.0;627.0;0.0;0.0;16.7;83.3;0.0;0.0;0.0;100.0
120421;JUNÍN;JAUJA;MUQUIYAUYO;91.2;480.0;468.0;7.0;26.7;36.9;29.4;17.2;16.0;33.7;33.1
120422;JUNÍN;JAUJA;PACA;100.0;433.0;466.0;0.0;60.0;40.0;0.0;20.0;20.0;20.0;40.0
120423;JUNÍN;JAUJA;PACCHA;100.0;480.0;459.0;0.0;25.0;75.0;0.0;0.0;50.0;25.0;25.0
120424;JUNÍN;JAUJA;PANCAN;97.5;493.0;475.0;2.6;27.4;29.9;40.2;10.4;19.5;42.8;27.3
120425;JUNÍN;JAUJA;PARCO;100.0;414.0;321.0;0.0;83.3;16.7;0.0;66.7;16.7;16.7;0.0
120426;JUNÍN;JAUJA;POMACANCHA;100.0;465.0;445.0;0.0;50.0;16.7;33.3;16.7;16.7;33.3;33.3
120427;JUNÍN;JAUJA;RICRAN;100.0;374.0;377.0;14.3;71.4;0.0;14.3;57.1;14.3;14.3;14.3
120428;JUNÍN;JAUJA;SAN LORENZO;98.0;487.0;485.0;0.0;20.0;52.0;27.9;4.0;14.1;59.9;22.0
120430;JUNÍN;JAUJA;SAUSA;90.5;492.0;470.0;0.0;26.3;42.1;31.6;15.8;15.8;26.3;42.1
120431;JUNÍN;JAUJA;SINCOS;97.1;426.0;392.0;9.0;51.7;27.3;11.9;31.1;32.5;27.3;9.0
120432;JUNÍN;JAUJA;TUNAN MARCA;100.0;465.0;417.0;6.3;25.0;50.0;18.8;12.5;37.5;37.5;12.5
120433;JUNÍN;JAUJA;YAULI;80.0;475.0;449.0;0.0;25.0;50.0;25.0;0.0;25.0;75.0;0.0
120434;JUNÍN;JAUJA;YAUYOS;90.5;483.0;477.0;5.3;36.8;36.8;21.1;15.8;15.8;47.4;21.1
120501;JUNÍN;JUNÍN;JUNIN;96.6;482.0;471.0;1.7;26.8;49.9;21.6;11.1;18.5;42.1;28.3
120502;JUNÍN;JUNÍN;CARHUAMAYO;97.2;465.0;445.0;2.0;42.9;33.3;21.8;18.0;23.9;30.6;27.5
120503;JUNÍN;JUNÍN;ONDORES;100.0;496.0;438.0;20.0;20.0;20.0;40.0;40.0;0.0;40.0;20.0
120504;JUNÍN;JUNÍN;ULCUMAYO;97.7;454.0;459.0;0.0;47.1;35.7;17.2;18.8;23.4;33.9;23.8
120601;JUNÍN;SATIPO;SATIPO;95.9;484.0;475.0;2.3;27.3;43.3;27.0;11.5;17.2;42.8;28.5
120602;JUNÍN;SATIPO;COVIRIALI;94.2;447.0;404.0;10.2;45.5;23.1;21.3;31.8;23.7;33.0;11.5
120603;JUNÍN;SATIPO;LLAYLLA;89.2;454.0;418.0;6.4;47.8;25.9;20.0;30.2;23.2;34.1;12.5
120604;JUNÍN;SATIPO;MAZAMARI;94.6;478.0;460.0;3.5;33.4;35.3;27.8;17.8;19.7;34.9;27.7
120605;JUNÍN;SATIPO;PAMPA HERMOSA;100.0;490.0;465.0;0.0;26.1;39.1;34.8;17.4;17.4;43.5;21.7
120606;JUNÍN;SATIPO;PANGOA;96.0;462.0;443.0;4.8;35.6;42.9;16.7;18.5;22.5;40.3;18.6
120607;JUNÍN;SATIPO;RIO NEGRO;96.3;462.0;434.0;3.4;40.2;37.9;18.6;19.0;28.6;37.4;15.0
120608;JUNÍN;SATIPO;RIO TAMBO;91.1;432.0;395.0;11.6;49.8;28.1;10.4;39.2;23.9;27.9;9.0
120609;JUNÍN;SATIPO;VIZCATAN DEL ENE;97.2;438.0;425.0;8.3;45.3;32.2;14.1;26.5;25.5;32.0;16.0
120701;JUNÍN;TARMA;TARMA;97.2;502.0;494.0;1.5;19.5;40.6;38.5;7.9;14.9;39.8;37.4
120702;JUNÍN;TARMA;ACOBAMBA;96.2;470.0;462.0;5.7;30.3;39.4;24.6;21.7;17.9;32.8;27.6
120703;JUNÍN;TARMA;HUARICOLCA;100.0;458.0;434.0;0.0;40.0;40.0;20.0;32.0;16.0;36.0;16.0
120704;JUNÍN;TARMA;HUASAHUASI;98.2;441.0;428.0;6.1;47.9;34.6;11.4;22.7;25.3;38.1;13.8
120705;JUNÍN;TARMA;LA UNION;95.8;484.0;483.0;6.9;19.4;39.3;34.4;11.3;15.2;43.2;30.3
120706;JUNÍN;TARMA;PALCA;98.3;447.0;434.0;5.1;42.4;45.8;6.8;16.9;28.8;37.3;16.9
120707;JUNÍN;TARMA;PALCAMAYO;97.6;481.0;487.0;0.0;39.0;39.0;22.0;2.4;17.0;44.0;36.6
120708;JUNÍN;TARMA;SAN PEDRO DE CAJAS;92.9;492.0;487.0;3.6;13.1;53.6;29.8;16.7;4.8;45.2;33.3
120709;JUNÍN;TARMA;TAPO;93.1;451.0;437.0;4.4;47.7;32.4;15.5;28.1;17.8;31.4;22.6
120801;JUNÍN;YAULI;LA OROYA;96.6;522.0;525.0;0.0;9.8;44.3;45.9;2.8;11.7;38.4;47.1
120802;JUNÍN;YAULI;CHACAPALPA;85.7;471.0;467.0;0.0;33.3;50.0;16.7;0.0;16.7;66.7;16.7
120803;JUNÍN;YAULI;HUAY-HUAY;100.0;492.0;505.0;0.0;22.7;50.0;27.3;9.1;9.1;36.4;45.5
120804;JUNÍN;YAULI;MARCAPOMACOCHA;92.3;423.0;371.0;17.3;59.6;0.0;23.1;51.9;17.3;23.1;7.7
120805;JUNÍN;YAULI;MOROCOCHA;100.0;509.0;505.0;0.0;9.8;53.7;36.6;4.9;4.9;46.3;43.9
120806;JUNÍN;YAULI;PACCHA;100.0;499.0;500.0;0.0;23.5;47.1;29.4;5.9;11.8;41.2;41.2
120807;JUNÍN;YAULI;SANTA BARBARA DE CARHUACAYAN;100.0;467.0;438.0;0.0;50.0;33.3;16.7;27.8;16.7;33.3;22.2
120808;JUNÍN;YAULI;SANTA ROSA DE SACCO;100.0;499.0;480.0;0.0;19.7;47.3;33.0;10.9;12.7;45.5;30.9
120809;JUNÍN;YAULI;SUITUCANCHA;100.0;460.0;472.0;11.1;27.8;44.4;16.7;5.6;38.9;38.9;16.7
120810;JUNÍN;YAULI;YAULI;100.0;522.0;516.0;0.0;8.8;35.3;55.9;5.9;5.9;38.2;50.0
120901;JUNÍN;CHUPACA;CHUPACA;96.2;503.0;495.0;1.1;18.6;42.0;38.3;8.1;12.2;42.6;37.1
120902;JUNÍN;CHUPACA;AHUAC;97.1;471.0;439.0;3.1;32.4;44.5;20.0;19.2;26.3;38.6;15.9
120903;JUNÍN;CHUPACA;CHONGOS BAJO;95.3;498.0;476.0;1.8;20.1;46.7;31.5;8.6;25.4;29.7;36.3
120904;JUNÍN;CHUPACA;HUACHAC;97.5;509.0;495.0;2.6;12.7;38.5;46.2;7.7;23.0;23.1;46.3
120905;JUNÍN;CHUPACA;HUAMANCACA CHICO;96.4;476.0;462.0;2.6;29.0;48.2;20.2;10.7;18.6;48.9;21.8
120906;JUNÍN;CHUPACA;SAN JUAN DE ISCOS;91.7;505.0;482.0;0.0;16.7;46.9;36.5;9.4;9.4;54.2;27.1
120907;JUNÍN;CHUPACA;SAN JUAN DE JARPA;100.0;501.0;493.0;0.0;13.6;45.5;40.9;4.5;9.1;59.1;27.3
120908;JUNÍN;CHUPACA;TRES DE DICIEMBRE;96.9;474.0;466.0;0.0;29.5;43.3;27.2;9.8;21.2;40.2;28.8
120909;JUNÍN;CHUPACA;YANACANCHA;92.5;452.0;434.0;7.9;46.9;27.0;18.2;15.4;29.9;39.2;15.5
130101;LA LIBERTAD;TRUJILLO;TRUJILLO;95.4;513.0;494.0;1.2;14.9;40.2;43.7;7.2;14.6;41.3;36.9
130102;LA LIBERTAD;TRUJILLO;EL PORVENIR;95.5;489.0;476.0;2.1;23.6;43.0;31.3;10.6;17.8;41.3;30.4
130103;LA LIBERTAD;TRUJILLO;FLORENCIA DE MORA;97.2;485.0;464.0;1.7;26.1;45.4;26.8;10.2;23.0;42.8;24.0
130104;LA LIBERTAD;TRUJILLO;HUANCHACO;94.9;484.0;465.0;1.8;27.3;43.3;27.7;11.0;21.0;42.7;25.2
130105;LA LIBERTAD;TRUJILLO;LA ESPERANZA;95.1;492.0;471.0;2.3;22.2;43.1;32.3;11.2;19.0;41.1;28.7
130106;LA LIBERTAD;TRUJILLO;LAREDO;94.8;479.0;462.0;4.0;29.2;38.2;28.5;17.2;18.5;36.3;28.0
130107;LA LIBERTAD;TRUJILLO;MOCHE;96.7;494.0;471.0;1.6;22.1;43.0;33.3;10.4;19.7;42.2;27.7
130108;LA LIBERTAD;TRUJILLO;POROTO;98.9;484.0;468.0;2.2;27.6;40.1;30.1;15.5;18.8;39.2;26.6
130109;LA LIBERTAD;TRUJILLO;SALAVERRY;96.0;484.0;459.0;1.6;27.0;45.0;26.4;12.8;20.7;44.4;22.1
130110;LA LIBERTAD;TRUJILLO;SIMBAL;96.0;477.0;466.0;1.4;33.4;41.6;23.6;15.3;15.4;45.6;23.7
130111;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;95.2;509.0;489.0;1.9;18.0;37.7;42.5;8.4;17.0;37.9;36.7
130201;LA LIBERTAD;ASCOPE;ASCOPE;99.1;474.0;440.0;3.6;30.6;37.9;27.9;20.7;28.9;27.1;23.4
130202;LA LIBERTAD;ASCOPE;CHICAMA;96.6;486.0;468.0;2.3;29.0;39.9;28.9;12.7;18.5;42.3;26.5
130203;LA LIBERTAD;ASCOPE;CHOCOPE;97.6;491.0;474.0;1.6;21.4;50.6;26.4;13.4;14.1;46.0;26.5
130204;LA LIBERTAD;ASCOPE;MAGDALENA DE CAO;100.0;486.0;467.0;0.0;31.7;36.6;31.7;17.1;19.5;36.6;26.8
130205;LA LIBERTAD;ASCOPE;PAIJAN;94.0;475.0;453.0;2.8;29.6;44.4;23.2;14.9;21.8;40.7;22.7
130206;LA LIBERTAD;ASCOPE;RAZURI;96.4;490.0;468.0;2.4;23.5;41.0;33.1;10.0;18.2;46.9;24.9
130207;LA LIBERTAD;ASCOPE;SANTIAGO DE CAO;96.0;488.0;473.0;1.3;26.6;41.7;30.3;12.8;19.6;40.9;26.7
130208;LA LIBERTAD;ASCOPE;CASA GRANDE;96.4;483.0;450.0;4.0;28.9;38.5;28.7;15.3;21.1;43.7;20.0
130301;LA LIBERTAD;BOLÍVAR;BOLIVAR;91.2;449.0;416.0;18.6;26.9;39.5;15.0;35.0;10.6;41.7;12.7
130302;LA LIBERTAD;BOLÍVAR;BAMBAMARCA;94.6;402.0;362.0;18.3;64.7;10.9;6.1;52.8;27.1;15.4;4.7
130303;LA LIBERTAD;BOLÍVAR;CONDORMARCA;96.8;413.0;385.0;16.8;52.9;27.1;3.2;40.6;23.2;32.9;3.2
130304;LA LIBERTAD;BOLÍVAR;LONGOTEA;100.0;488.0;475.0;0.0;25.1;41.1;33.8;4.5;27.4;36.5;31.6
130305;LA LIBERTAD;BOLÍVAR;UCHUMARCA;97.7;465.0;438.0;4.5;37.5;39.2;18.8;20.6;16.5;46.6;16.3
130306;LA LIBERTAD;BOLÍVAR;UCUNCHA;91.7;386.0;371.0;22.9;68.3;8.9;0.0;41.0;45.7;8.9;4.4
130401;LA LIBERTAD;CHEPÉN;CHEPEN;95.5;492.0;467.0;1.7;24.1;40.6;33.7;10.8;22.3;40.5;26.4
130402;LA LIBERTAD;CHEPÉN;PACANGA;96.2;462.0;442.0;4.5;34.5;44.8;16.2;16.4;28.5;34.7;20.4
130403;LA LIBERTAD;CHEPÉN;PUEBLO NUEVO;99.5;480.0;464.0;4.2;29.1;37.7;29.0;16.2;20.7;33.6;29.5
130501;LA LIBERTAD;JULCÁN;JULCAN;95.7;443.0;400.0;6.4;47.5;36.6;9.6;32.6;27.2;30.5;9.7
130502;LA LIBERTAD;JULCÁN;CALAMARCA;91.4;422.0;390.0;9.4;56.5;25.1;9.1;37.0;27.3;27.8;7.9
130503;LA LIBERTAD;JULCÁN;CARABAMBA;98.0;417.0;373.0;17.2;51.0;26.5;5.4;43.0;27.9;23.1;6.0
130504;LA LIBERTAD;JULCÁN;HUASO;92.1;414.0;375.0;15.9;60.7;17.3;6.0;41.7;24.9;27.2;6.2
130601;LA LIBERTAD;OTUZCO;OTUZCO;96.6;464.0;461.0;6.3;34.8;38.7;20.2;16.7;18.2;38.7;26.4
130602;LA LIBERTAD;OTUZCO;AGALLPAMPA;98.6;441.0;414.0;8.5;45.2;33.0;13.3;32.7;21.1;33.8;12.5
130604;LA LIBERTAD;OTUZCO;CHARAT;93.2;440.0;434.0;11.3;42.0;37.6;9.1;30.2;18.7;27.5;23.6
130605;LA LIBERTAD;OTUZCO;HUARANCHAL;98.5;450.0;439.0;6.2;42.6;31.8;19.4;16.2;29.5;36.5;17.8
130606;LA LIBERTAD;OTUZCO;LA CUESTA;100.0;430.0;406.0;0.0;60.0;40.0;0.0;40.0;40.0;0.0;20.0
130608;LA LIBERTAD;OTUZCO;MACHE;95.7;469.0;471.0;4.3;26.6;46.6;22.5;8.8;17.8;58.1;15.2
130611;LA LIBERTAD;OTUZCO;SALPO;93.1;452.0;448.0;5.2;44.6;32.7;17.6;24.6;14.1;39.5;21.8
130613;LA LIBERTAD;OTUZCO;SINSICAP;97.7;439.0;416.0;13.7;41.8;35.0;9.5;30.7;21.8;35.1;12.4
130614;LA LIBERTAD;OTUZCO;USQUIL;96.5;448.0;423.0;9.9;41.3;32.3;16.5;27.3;23.0;34.7;14.9
130701;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;96.5;495.0;483.0;0.8;24.3;42.9;32.0;6.4;21.3;41.7;30.6
130702;LA LIBERTAD;PACASMAYO;GUADALUPE;97.1;483.0;476.0;1.3;28.0;43.3;27.5;9.6;17.8;44.6;28.0
130703;LA LIBERTAD;PACASMAYO;JEQUETEPEQUE;98.9;478.0;433.0;0.0;31.4;45.3;23.3;22.1;17.4;50.0;10.5
130704;LA LIBERTAD;PACASMAYO;PACASMAYO;96.0;486.0;464.0;2.0;26.3;44.2;27.5;10.8;22.6;39.8;26.8
130705;LA LIBERTAD;PACASMAYO;SAN JOSE;97.7;487.0;457.0;2.3;27.0;41.3;29.3;15.3;16.7;43.7;24.3
130801;LA LIBERTAD;PATAZ;TAYABAMBA;96.8;435.0;410.0;10.4;49.6;28.0;12.1;30.7;25.8;29.5;14.0
130802;LA LIBERTAD;PATAZ;BULDIBUYO;97.0;446.0;406.0;7.4;52.2;22.5;17.9;35.5;26.6;25.3;12.7
130803;LA LIBERTAD;PATAZ;CHILLIA;95.5;419.0;387.0;14.4;55.2;23.0;7.3;43.3;22.1;25.1;9.4
130804;LA LIBERTAD;PATAZ;HUANCASPATA;92.6;436.0;413.0;10.6;46.4;30.6;12.4;23.8;29.5;36.4;10.3
130805;LA LIBERTAD;PATAZ;HUAYLILLAS;100.0;470.0;399.0;11.8;17.6;41.2;29.4;35.3;5.9;52.9;5.9
130806;LA LIBERTAD;PATAZ;HUAYO;97.1;420.0;394.0;13.4;54.5;24.7;7.3;32.6;32.4;30.7;4.3
130807;LA LIBERTAD;PATAZ;ONGON;100.0;456.0;461.0;0.0;60.0;20.0;20.0;10.0;30.0;40.0;20.0
130808;LA LIBERTAD;PATAZ;PARCOY;92.6;448.0;410.0;6.5;43.0;36.5;14.0;28.2;26.8;35.7;9.2
130809;LA LIBERTAD;PATAZ;PATAZ;94.4;453.0;419.0;6.4;41.9;31.5;20.2;25.7;27.4;34.4;12.5
130810;LA LIBERTAD;PATAZ;PIAS;100.0;478.0;456.0;4.8;23.8;47.6;23.8;9.5;28.6;33.3;28.6
130811;LA LIBERTAD;PATAZ;SANTIAGO DE CHALLAS;100.0;399.0;367.0;10.7;78.6;7.1;3.6;50.0;28.6;14.3;7.1
130812;LA LIBERTAD;PATAZ;TAURIJA;98.4;418.0;377.0;13.7;54.9;19.9;11.5;42.2;28.1;24.8;4.9
130813;LA LIBERTAD;PATAZ;URPAY;97.9;455.0;427.0;2.3;46.0;34.5;17.2;26.4;23.8;30.6;19.1
130901;LA LIBERTAD;SÁNCHEZ CARRIÓN;HUAMACHUCO;97.3;460.0;444.0;5.7;39.4;35.8;19.1;18.3;23.2;39.5;19.0
130902;LA LIBERTAD;SÁNCHEZ CARRIÓN;CHUGAY;95.6;419.0;386.0;14.9;53.9;23.3;7.9;41.9;26.6;23.8;7.7
130903;LA LIBERTAD;SÁNCHEZ CARRIÓN;COCHORCO;98.8;424.0;386.0;13.9;50.5;28.1;7.6;42.8;22.4;25.6;9.1
130904;LA LIBERTAD;SÁNCHEZ CARRIÓN;CURGOS;97.5;433.0;405.0;5.1;59.8;24.3;10.8;33.5;27.5;27.3;11.7
130905;LA LIBERTAD;SÁNCHEZ CARRIÓN;MARCABAL;97.9;420.0;394.0;11.2;56.7;25.9;6.2;33.4;25.8;32.8;7.9
130906;LA LIBERTAD;SÁNCHEZ CARRIÓN;SANAGORAN;95.1;411.0;378.0;13.5;60.8;21.6;4.1;44.5;22.4;27.9;5.2
130907;LA LIBERTAD;SÁNCHEZ CARRIÓN;SARIN;95.3;409.0;372.0;23.2;49.9;19.0;7.9;46.9;22.3;25.7;5.1
130908;LA LIBERTAD;SÁNCHEZ CARRIÓN;SARTIMBAMBA;90.8;425.0;393.0;12.0;51.2;30.3;6.6;37.6;22.1;32.6;7.7
131001;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;96.2;433.0;405.0;10.3;49.6;29.0;11.0;34.4;22.1;32.2;11.3
131002;LA LIBERTAD;SANTIAGO DE CHUCO;ANGASMARCA;99.0;432.0;401.0;13.0;48.5;24.0;14.4;38.5;23.1;28.8;9.6
131003;LA LIBERTAD;SANTIAGO DE CHUCO;CACHICADAN;95.4;436.0;418.0;11.3;43.9;36.7;8.1;25.2;21.6;41.9;11.3
131004;LA LIBERTAD;SANTIAGO DE CHUCO;MOLLEBAMBA;100.0;448.0;385.0;5.0;50.0;32.5;12.5;42.5;22.5;27.5;7.5
131005;LA LIBERTAD;SANTIAGO DE CHUCO;MOLLEPATA;100.0;432.0;404.0;11.1;50.2;25.1;13.7;35.9;18.1;41.6;4.4
131006;LA LIBERTAD;SANTIAGO DE CHUCO;QUIRUVILCA;95.6;443.0;421.0;7.3;44.1;39.8;8.8;23.7;26.9;39.7;9.7
131007;LA LIBERTAD;SANTIAGO DE CHUCO;SANTA CRUZ DE CHUCA;100.0;452.0;421.0;9.0;51.4;22.9;16.7;17.4;33.3;40.3;9.0
131008;LA LIBERTAD;SANTIAGO DE CHUCO;SITABAMBA;95.6;435.0;398.0;10.9;54.2;19.6;15.2;33.9;29.8;30.3;6.1
131101;LA LIBERTAD;GRAN CHIMÚ;CASCAS;97.8;465.0;440.0;3.6;37.6;36.2;22.5;18.4;24.1;38.6;18.8
131102;LA LIBERTAD;GRAN CHIMÚ;LUCMA;98.3;442.0;406.0;3.7;59.7;24.6;12.0;31.5;28.5;28.2;11.9
131103;LA LIBERTAD;GRAN CHIMÚ;MARMOT;96.6;457.0;430.0;3.4;46.8;35.0;14.8;28.8;21.2;35.5;14.5
131104;LA LIBERTAD;GRAN CHIMÚ;SAYAPULLO;95.3;442.0;420.0;13.7;39.3;31.8;15.2;26.5;21.9;34.1;17.5
131201;LA LIBERTAD;VIRÚ;VIRU;96.3;470.0;448.0;3.7;31.4;45.2;19.8;15.8;21.6;43.9;18.6
131202;LA LIBERTAD;VIRÚ;CHAO;95.4;470.0;447.0;3.4;33.4;41.7;21.5;17.2;21.1;41.1;20.6
131203;LA LIBERTAD;VIRÚ;GUADALUPITO;91.6;472.0;460.0;2.2;31.8;40.5;25.5;10.3;26.4;41.2;22.1
140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;94.6;512.0;492.0;1.1;16.0;40.4;42.5;7.3;15.5;41.7;35.5
140102;LAMBAYEQUE;CHICLAYO;CHONGOYAPE;95.7;471.0;447.0;2.9;32.9;41.9;22.2;17.2;21.1;44.7;17.1
140103;LAMBAYEQUE;CHICLAYO;ETEN;93.6;505.0;516.0;2.3;14.4;42.7;40.6;4.1;14.5;36.4;45.0
140104;LAMBAYEQUE;CHICLAYO;ETEN PUERTO;72.7;;;;;;;;;;
140105;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;93.6;496.0;475.0;1.7;22.1;42.4;33.8;9.7;18.9;42.2;29.2
140106;LAMBAYEQUE;CHICLAYO;LA VICTORIA;94.2;504.0;483.0;1.6;19.5;39.6;39.2;8.2;17.2;41.5;33.1
140107;LAMBAYEQUE;CHICLAYO;LAGUNAS;95.3;473.0;456.0;1.0;31.6;49.2;18.2;11.8;24.0;41.0;23.1
140108;LAMBAYEQUE;CHICLAYO;MONSEFU;93.2;484.0;469.0;1.9;26.4;45.6;26.1;10.4;19.2;43.9;26.5
140109;LAMBAYEQUE;CHICLAYO;NUEVA ARICA;90.9;449.0;414.0;4.8;45.1;32.9;17.2;32.3;22.8;32.7;12.3
140110;LAMBAYEQUE;CHICLAYO;OYOTUN;92.2;466.0;443.0;4.8;34.4;41.1;19.7;16.0;29.0;37.1;17.9
140111;LAMBAYEQUE;CHICLAYO;PICSI;92.0;488.0;448.0;1.7;23.4;47.6;27.4;10.0;23.2;50.5;16.4
140112;LAMBAYEQUE;CHICLAYO;PIMENTEL;94.2;511.0;488.0;1.6;18.9;36.6;42.8;10.1;14.5;39.0;36.4
140113;LAMBAYEQUE;CHICLAYO;REQUE;95.3;503.0;488.0;1.8;16.7;44.1;37.4;6.5;18.4;41.1;34.1
140114;LAMBAYEQUE;CHICLAYO;SANTA ROSA;93.5;489.0;470.0;0.8;26.1;41.6;31.5;9.3;20.6;46.6;23.5
140115;LAMBAYEQUE;CHICLAYO;SAÑA;90.3;468.0;447.0;3.3;31.8;47.1;17.7;15.5;21.8;45.7;17.0
140116;LAMBAYEQUE;CHICLAYO;CAYALTI;96.1;462.0;429.0;3.3;40.5;36.7;19.5;18.8;26.8;41.3;13.2
140117;LAMBAYEQUE;CHICLAYO;PATAPO;95.0;482.0;457.0;3.7;29.7;38.1;28.5;16.6;20.0;36.3;27.1
140118;LAMBAYEQUE;CHICLAYO;POMALCA;91.5;482.0;455.0;2.2;28.3;43.1;26.4;13.4;22.9;43.1;20.6
140119;LAMBAYEQUE;CHICLAYO;PUCALA;95.2;496.0;480.0;1.7;22.0;44.9;31.5;15.0;13.2;41.9;29.9
140120;LAMBAYEQUE;CHICLAYO;TUMAN;92.4;488.0;463.0;3.6;28.0;34.8;33.5;13.2;19.2;42.0;25.5
140201;LAMBAYEQUE;FERREÑAFE;FERREÑAFE;96.1;503.0;481.0;0.8;18.9;42.5;37.7;8.1;18.3;43.5;30.1
140202;LAMBAYEQUE;FERREÑAFE;CAÑARIS;94.9;410.0;369.0;24.1;47.2;24.5;4.2;55.1;16.7;22.9;5.3
140203;LAMBAYEQUE;FERREÑAFE;INCAHUASI;100.0;410.0;381.0;9.1;63.6;22.7;4.5;43.2;23.5;28.8;4.5
